,EntryID,Reaction,ECNumber,UniProtKB_AC,Tissue,Organism,Temperature,pH,Buffer,CellularLocation,Enzyme Variant,Enzymename,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
15,6536,H2O2 = H2O + O2,1.11.1.6,Q9C168,aerial mycelium,Neurospora crassa,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
16,6537,H2O2 = H2O + O2,1.11.1.6,Q9C168,aerial mycelium,Neurospora crassa,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
17,6538,H2O2 = H2O + O2,1.11.1.6,Q9C168,aerial mycelium,Neurospora crassa,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
18,6539,H2O2 = H2O + O2,1.11.1.6,Q9C168,aerial mycelium,Neurospora crassa,22.0,-, , , , , , , , , , , , , , , , , , , , , , , 
19,6540,H2O2 = H2O + O2,1.11.1.6,Q9C168,aerial mycelium,Neurospora crassa,22.0,-, , , , , , , , , , , , , , , , , , , , , , , 
20,9599,H2O2 = H2O + O2,1.11.1.6,P73911,-,Synechocystis sp.,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
21,9600,H2O2 = H2O + O2,1.11.1.6,P73911,-,Synechocystis sp.,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
22,9601,H2O2 = H2O + O2,1.11.1.6,P73911,-,Synechocystis sp.,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
23,9602,H2O2 = H2O + O2,1.11.1.6,P73911,-,Synechocystis sp.,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
24,9633,H2O2 = H2O + O2,1.11.1.6,P73911,-,Synechocystis sp.,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
25,9634,H2O2 = H2O + O2,1.11.1.6,P73911,-,Synechocystis sp.,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
26,21542,H2O2 = H2O + O2,1.11.1.6,P04040,liver,Homo sapiens,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
27,21545,H2O2 = H2O + O2,1.11.1.6,P04040,liver,Homo sapiens,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
28,23680,H2O2 = H2O + O2,1.11.1.6,Q939D2,-,Burkholderia pseudomallei,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
29,42260,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
30,42261,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
31,42262,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
32,42263,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
33,42264,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
34,42265,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
35,42266,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
36,42267,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
37,42268,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
38,42269,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
39,42270,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
40,42271,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
41,44700,H2O2 = H2O + O2,1.11.1.6,P55303,-,Aspergillus niger,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
42,44701,H2O2 = H2O + O2,1.11.1.6,P45737,-,Bacteroides fragilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
43,44702,H2O2 = H2O + O2,1.11.1.6,P0A323,-,Bordetella pertussis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
44,44703,H2O2 = H2O + O2,1.11.1.6,P00432,liver,Bos taurus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
45,44704,H2O2 = H2O + O2,1.11.1.6,P0A327,-,Brucella abortus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
46,44705,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
47,44706,H2O2 = H2O + O2,1.11.1.6,P77872,-,Helicobacter pylori,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
48,44707,H2O2 = H2O + O2,1.11.1.6,P04040,erythrocyte,Homo sapiens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
49,44708,H2O2 = H2O + O2,1.11.1.6,P24168,-,Listeria seeligeri,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
50,44709,H2O2 = H2O + O2,1.11.1.6,P29422,-,Micrococcus luteus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
51,44710,H2O2 = H2O + O2,1.11.1.6,P42321,-,Proteus mirabilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
52,44711,H2O2 = H2O + O2,1.11.1.6,Q59635,-,Pseudomonas aeruginosa,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
53,44712,H2O2 = H2O + O2,1.11.1.6,P46206,-,Pseudomonas syringae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
54,44713,H2O2 = H2O + O2,1.11.1.6, ,-,Saccharomyces cerevisiae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
55,44714,H2O2 = H2O + O2,1.11.1.6, ,-,Serratia marcescens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
56,44715,H2O2 = H2O + O2,1.11.1.6, ,-,Xanthomonas campestris,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
57,44716,H2O2 = H2O + O2,1.11.1.6,P55303,-,Aspergillus niger,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
58,44717,H2O2 = H2O + O2,1.11.1.6,P45737,-,Bacteroides fragilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
59,44718,H2O2 = H2O + O2,1.11.1.6,P0A323,-,Bordetella pertussis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
60,44719,H2O2 = H2O + O2,1.11.1.6,P00432,liver,Bos taurus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
61,44720,H2O2 = H2O + O2,1.11.1.6,P0A327,-,Brucella abortus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
62,44721,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
63,44722,H2O2 = H2O + O2,1.11.1.6,P77872,-,Helicobacter pylori,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
64,44723,H2O2 = H2O + O2,1.11.1.6,P04040,erythrocyte,Homo sapiens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
65,44724,H2O2 = H2O + O2,1.11.1.6,P24168,-,Listeria seeligeri,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
66,44725,H2O2 = H2O + O2,1.11.1.6,P29422,-,Micrococcus luteus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
67,44726,H2O2 = H2O + O2,1.11.1.6,P42321,-,Proteus mirabilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
68,44727,H2O2 = H2O + O2,1.11.1.6,Q59635,-,Pseudomonas aeruginosa,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
69,44728,H2O2 = H2O + O2,1.11.1.6,P46206,-,Pseudomonas syringae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
70,44729,H2O2 = H2O + O2,1.11.1.6, ,-,Saccharomyces cerevisiae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
71,44730,H2O2 = H2O + O2,1.11.1.6, ,-,Serratia marcescens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
72,44731,H2O2 = H2O + O2,1.11.1.6, ,-,Xanthomonas campestris,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
73,44732,H2O2 = H2O + O2,1.11.1.6,P55303,-,Aspergillus niger,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
74,44733,H2O2 = H2O + O2,1.11.1.6,P45737,-,Bacteroides fragilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
75,44734,H2O2 = H2O + O2,1.11.1.6,P0A323,-,Bordetella pertussis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
76,44735,H2O2 = H2O + O2,1.11.1.6,P00432,liver,Bos taurus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
77,44736,H2O2 = H2O + O2,1.11.1.6,P0A327,-,Brucella abortus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
78,44737,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
79,44738,H2O2 = H2O + O2,1.11.1.6,P77872,-,Helicobacter pylori,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
80,44739,H2O2 = H2O + O2,1.11.1.6,P04040,erythrocyte,Homo sapiens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
81,44740,H2O2 = H2O + O2,1.11.1.6,P24168,-,Listeria seeligeri,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
82,44741,H2O2 = H2O + O2,1.11.1.6,P29422,-,Micrococcus luteus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
83,44742,H2O2 = H2O + O2,1.11.1.6,P42321,-,Proteus mirabilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
84,44743,H2O2 = H2O + O2,1.11.1.6,Q59635,-,Pseudomonas aeruginosa,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
85,44744,H2O2 = H2O + O2,1.11.1.6,P46206,-,Pseudomonas syringae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
86,44745,H2O2 = H2O + O2,1.11.1.6, ,-,Saccharomyces cerevisiae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
87,44746,H2O2 = H2O + O2,1.11.1.6, ,-,Serratia marcescens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
88,44747,H2O2 = H2O + O2,1.11.1.6, ,-,Xanthomonas campestris,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
89,44748,H2O2 = H2O + O2,1.11.1.6,P55303,-,Aspergillus niger,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
90,44749,H2O2 = H2O + O2,1.11.1.6,P45737,-,Bacteroides fragilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
91,44750,H2O2 = H2O + O2,1.11.1.6,P0A323,-,Bordetella pertussis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
92,44751,H2O2 = H2O + O2,1.11.1.6,P00432,liver,Bos taurus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
93,44752,H2O2 = H2O + O2,1.11.1.6,P0A327,-,Brucella abortus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
94,44753,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
95,44754,H2O2 = H2O + O2,1.11.1.6,P77872,-,Helicobacter pylori,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
96,44755,H2O2 = H2O + O2,1.11.1.6,P04040,erythrocyte,Homo sapiens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
97,44756,H2O2 = H2O + O2,1.11.1.6,P24168,-,Listeria seeligeri,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
98,44757,H2O2 = H2O + O2,1.11.1.6,P29422,-,Micrococcus luteus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
99,44758,H2O2 = H2O + O2,1.11.1.6,P42321,-,Proteus mirabilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
100,44759,H2O2 = H2O + O2,1.11.1.6,Q59635,-,Pseudomonas aeruginosa,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
101,44760,H2O2 = H2O + O2,1.11.1.6,P46206,-,Pseudomonas syringae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
102,44761,H2O2 = H2O + O2,1.11.1.6, ,-,Saccharomyces cerevisiae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
103,44762,H2O2 = H2O + O2,1.11.1.6, ,-,Serratia marcescens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
104,44763,H2O2 = H2O + O2,1.11.1.6, ,-,Xanthomonas campestris,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
105,44764,H2O2 = H2O + O2,1.11.1.6,P55303,-,Aspergillus niger,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
106,44765,H2O2 = H2O + O2,1.11.1.6,P0A323,-,Bordetella pertussis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
107,44766,H2O2 = H2O + O2,1.11.1.6,P00432,liver,Bos taurus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
108,44767,H2O2 = H2O + O2,1.11.1.6,P0A327,-,Brucella abortus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
109,44768,H2O2 = H2O + O2,1.11.1.6,P77872,-,Helicobacter pylori,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
110,44769,H2O2 = H2O + O2,1.11.1.6,P04040,erythrocyte,Homo sapiens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
111,44770,H2O2 = H2O + O2,1.11.1.6,P24168,-,Listeria seeligeri,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
112,44771,H2O2 = H2O + O2,1.11.1.6,Q59635,-,Pseudomonas aeruginosa,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
113,44772,H2O2 = H2O + O2,1.11.1.6,P46206,-,Pseudomonas syringae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
114,44773,H2O2 = H2O + O2,1.11.1.6, ,-,Saccharomyces cerevisiae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
115,44774,H2O2 = H2O + O2,1.11.1.6, ,-,Xanthomonas campestris,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
116,44775,H2O2 = H2O + O2,1.11.1.6,P55303,-,Aspergillus niger,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
117,44776,H2O2 = H2O + O2,1.11.1.6,P45737,-,Bacteroides fragilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
118,44777,H2O2 = H2O + O2,1.11.1.6,P0A323,-,Bordetella pertussis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
119,44778,H2O2 = H2O + O2,1.11.1.6,P00432,liver,Bos taurus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
120,44779,H2O2 = H2O + O2,1.11.1.6,P0A327,-,Brucella abortus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
121,44780,H2O2 = H2O + O2,1.11.1.6,P21179,-,Escherichia coli,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
122,44781,H2O2 = H2O + O2,1.11.1.6,P77872,-,Helicobacter pylori,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
123,44782,H2O2 = H2O + O2,1.11.1.6,P04040,erythrocyte,Homo sapiens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
124,44783,H2O2 = H2O + O2,1.11.1.6,P24168,-,Listeria seeligeri,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
125,44784,H2O2 = H2O + O2,1.11.1.6,P29422,-,Micrococcus luteus,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
126,44785,H2O2 = H2O + O2,1.11.1.6,P42321,-,Proteus mirabilis,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
127,44786,H2O2 = H2O + O2,1.11.1.6,Q59635,-,Pseudomonas aeruginosa,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
128,44787,H2O2 = H2O + O2,1.11.1.6,P46206,-,Pseudomonas syringae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
129,44788,H2O2 = H2O + O2,1.11.1.6, ,-,Saccharomyces cerevisiae,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
130,44789,H2O2 = H2O + O2,1.11.1.6, ,-,Serratia marcescens,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
131,44790,H2O2 = H2O + O2,1.11.1.6, ,-,Xanthomonas campestris,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
132,49490,H2O2 = H2O + O2,1.11.1.6, ,-,Thermus thermophilus,-,-, , , , , , , , , , , , , , , , , , , , , , , 
133,61602,H2O2 = H2O + O2,1.11.1.21,P13029,-,Escherichia coli,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
134,61603,H2O2 = H2O + O2,1.11.1.21,P13029,-,Escherichia coli,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
135,64820,H2O2 = H2O + O2,1.11.1.21,A0QXX7,-,Mycobacterium smegmatis,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
136,64822,H2O2 = H2O + O2,1.11.1.21, ,-,Mycobacterium tuberculosis,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
137,70117,H2O2 = H2O + O2,1.11.1.6,W6AYH3,spore,Bacillus altitudinis,35.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
138,70118,H2O2 = H2O + O2,1.11.1.6,W6AYH3,spore,Bacillus altitudinis,45.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
0,18172,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
1,18173,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
2,18174,Carbamoyl phosphate + GDP = Carbamate + GTP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
3,18175,Carbamoyl phosphate + CDP = Carbamate + CTP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
4,18176,Carbamoyl phosphate + UDP = Carbamate + UTP,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
5,18177,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
6,18178,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
7,18179,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
8,18180,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
9,18181,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
10,18182,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
11,18183,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
12,18184,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
13,18185,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
14,18186,Carbamate + dATP = Carbamoyl phosphate + dADP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
15,18895,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
16,18896,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
17,18897,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
18,18898,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
19,18899,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
20,18900,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
21,18901,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
22,18902,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
23,18903,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2, ,-,Enterococcus faecalis,-,6.0, , , , , , , , , , , , , , , , , , , , , , , 
24,21991,ATP + Acetate = ADP + Acetyl phosphate,2.7.2.2,P0A2X7,-,Enterococcus faecalis,37.0,8.4, , , , , , , , , , , , , , , , , , , , , , , 
25,22596,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P37306,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
26,22597,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P37306,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
27,22600,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
28,22601,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
29,22602,ATP + Acetate = ADP + Acetyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,29.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
30,22603,ATP + Acetate = ADP + Acetyl phosphate,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,29.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
31,22606,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P37306,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
32,22607,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P37306,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
33,22608,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P37306,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
34,26296,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.14, , , , , , , , , , , , , , , , , , , , , , , 
35,26297,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.14, , , , , , , , , , , , , , , , , , , , , , , 
36,26298,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,25.0,8.14, , , , , , , , , , , , , , , , , , , , , , , 
37,26299,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,21.0,8.15, , , , , , , , , , , , , , , , , , , , , , , 
38,26300,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.15, , , , , , , , , , , , , , , , , , , , , , , 
39,26301,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.94, , , , , , , , , , , , , , , , , , , , , , , 
40,26302,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,25.0,8.48, , , , , , , , , , , , , , , , , , , , , , , 
41,26303,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.15, , , , , , , , , , , , , , , , , , , , , , , 
42,26304,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.13, , , , , , , , , , , , , , , , , , , , , , , 
43,26305,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,7.59, , , , , , , , , , , , , , , , , , , , , , , 
44,26306,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.15, , , , , , , , , , , , , , , , , , , , , , , 
45,26307,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.15, , , , , , , , , , , , , , , , , , , , , , , 
46,26308,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,25.0,8.15, , , , , , , , , , , , , , , , , , , , , , , 
47,26309,ATP + Carbamate = ADP + Carbamoyl phosphate,2.7.2.2,P0A2X7;P59625,-,Enterococcus faecalis,-,-, , , , , , , , , , , , , , , , , , , , , , , 
48,27650,CO2 + ATP + NH3 = Carbamoyl phosphate + ADP,2.7.2.2,P59625;P0A2X7,-,Enterococcus faecalis,30.0,5.0, , , , , , , , , , , , , , , , , , , , , , , 
